  0.928402   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
  0.485357  10.826684   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
 -0.000000  -0.000000   8.723332   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
 -0.000000  -0.000000   0.000000   8.723332   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
 -0.157470  -5.008450   0.000000   0.000000   8.723332   0.000000   0.000000   0.000000   0.000000   0.000000
  0.141657   0.199323  -0.000000  -0.000000   1.186685   0.672584   0.000000   0.000000   0.000000   0.000000
  0.388817   2.280670  -0.000000  -0.000000   3.308342   0.321794   6.371421   0.000000   0.000000   0.000000
 -0.000000  -0.000000   1.529484   0.000000  -0.000000  -0.000000  -0.000000   5.049869   0.000000   0.000000
 -0.000000  -0.000000   0.000000   1.529484  -0.000000  -0.000000  -0.000000   0.000000   5.049869   0.000000
 -1.881854  -1.215621   0.000000   0.000000  -1.257530   0.082861   2.926814   0.000000   0.000000   5.049869
