  0.694757   0.795289   0.492475   0.000000   0.000000  -0.682985   0.227917   0.479592   0.412643   0.000000   0.000000  -0.652215
  0.795289   2.750173   3.528708   0.000000   0.000000  -1.688504   0.479592   1.684587   2.772940   0.000000   0.000000   0.071301
  0.492475   3.528708  11.412125   0.000000   0.000000  -1.426752   0.412643   2.772940   9.514463   0.000000   0.000000   0.829079
  0.000000   0.000000   0.000000   1.184762   0.000000   0.000000   0.000000   0.000000   0.000000   0.482401   0.000000   0.000000
  0.000000   0.000000   0.000000   0.000000   1.184762   0.000000   0.000000   0.000000   0.000000   0.000000   0.482401   0.000000
 -0.682985  -1.688504  -1.426752   0.000000   0.000000   2.149563   0.652215  -0.071301  -0.829079   0.000000   0.000000   0.744842
  0.227917   0.479592   0.412643   0.000000   0.000000   0.652215   0.694757   0.795289   0.492475   0.000000   0.000000   0.682985
  0.479592   1.684587   2.772940   0.000000   0.000000  -0.071301   0.795289   2.750173   3.528708   0.000000   0.000000   1.688504
  0.412643   2.772940   9.514463   0.000000   0.000000  -0.829079   0.492475   3.528708  11.412125   0.000000   0.000000   1.426752
  0.000000   0.000000   0.000000   0.482401   0.000000   0.000000   0.000000   0.000000   0.000000   1.184762   0.000000   0.000000
  0.000000   0.000000   0.000000   0.000000   0.482401   0.000000   0.000000   0.000000   0.000000   0.000000   1.184762   0.000000
 -0.652215   0.071301   0.829079   0.000000   0.000000   0.744842   0.682985   1.688504   1.426752   0.000000   0.000000   2.149563
